date;category;artist;album;Best_Fav_New_OK;rec_send2TG;link;imga;send2TG;TGmsgID
2023-08-04;M;Skindred;Smile;;;https://music.apple.com/us/album/smile/1652113780;https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/ea/97/29/ea9729ab-41d8-0c0a-1dec-365f4e5563e5/Smile_3000.jpg/296x296bb.webp;;
2023-08-04;M;Crypta;Shades of Sorrow;;;https://music.apple.com/us/album/shades-of-sorrow/1687499939;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/27/ef/43/27ef4322-5a3c-ae61-3f5b-27bbef6e4621/840588182435.jpg/296x296bb.webp;;
2023-08-04;M;An Autumn for Crippled Children;Closure;;;https://music.apple.com/us/album/closure/1672644208;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/89/1c/38/891c3835-3b23-40a2-5564-dc00eb09c077/656191958820.jpg/296x296bb.webp;;
2023-08-04;M;"Left to Suffer,Judge &amp; Jury";Noah - Single;;;https://music.apple.com/us/album/noah-single/1696324149;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/3c/9c/60/3c9c60f3-5b76-ba80-be9c-92748f4447e5/197189256837.jpg/296x296bb.webp;;
2023-08-04;M;Devin Townsend;Devolution Series #3 - Empath Live In America;;;https://music.apple.com/us/album/devolution-series-3-empath-live-in-america/1687553775;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f4/66/ab/f466abcc-4077-afe4-96c1-12312fa01cb4/196589862419.jpg/296x296bb.webp;;
2023-08-04;M;Induction;The Power Of Power;;;https://music.apple.com/us/album/the-power-of-power/1698748250;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ad/9e/ad/ad9ead92-8360-f364-4616-af427bce3f70/5054197619335.jpg/296x296bb.webp;;
2023-08-04;M;High On Fire;The Art of Self Defense;;;https://music.apple.com/us/album/the-art-of-self-defense/1697565714;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ec/e4/d6/ece4d67d-79fa-b398-8485-5a2a121dd9b1/634164332525.png/296x296bb.webp;;
2023-08-04;M;The Shredderz;The Shredderz;;;https://music.apple.com/us/album/the-shredderz/1678040371;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e1/51/2c/e1512c26-d68d-1898-9822-af22d1c48b1b/197188397289.jpg/296x296bb.webp;;
2023-08-04;M;Icon of Sin;Legends;;;https://music.apple.com/us/album/legends/1687519118;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c6/ba/ef/c6baef74-8e2a-c0c5-f855-83eb566dfc37/197188847715.jpg/296x296bb.webp;;
2023-08-04;M;Tumulation;Haunted Funeral Creations;;;https://music.apple.com/us/album/haunted-funeral-creations/1684691460;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/46/40/86/46408621-b25c-727a-d2a3-9067ad6221a9/8715392233647.jpg/296x296bb.webp;;
2023-08-04;HR;Any Given Sin;War Within;;;https://music.apple.com/us/album/war-within/1678536901;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/93/9c/4b/939c4b14-1b5a-dbfd-c5e7-afc4f35e9fb1/810020509939.png/296x296bb.webp;;
2023-08-04;HR;We Are PIGS;Private Skool - EP;;;https://music.apple.com/us/album/private-skool-ep/1695791501;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/1b/4a/6b/1b4a6bbc-8a97-4179-5431-c27cea0b4d33/0.jpg/296x296bb.webp;;
2023-08-04;HR;Rian;Wings;;;https://music.apple.com/us/album/wings/1687452505;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/3d/5c/33/3d5c33d4-1388-99fc-0bc7-bc35056a601c/197188758851.jpg/296x296bb.webp;;
2023-08-04;HR;Cherubs;Icing (2023 Remaster);;;https://music.apple.com/us/album/icing-2023-remaster/1688799873;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/31/ff/44/31ff448f-f6c8-a713-208e-b8ea88416998/197188292508.jpg/296x296bb.webp;;
2023-08-04;HR;Kent Hilli;Nothing Left To Lose;;;https://music.apple.com/us/album/nothing-left-to-lose/1687619216;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/4e/8d/5d/4e8d5db1-994b-3df4-a818-1d0d1fd85d87/197188810849.jpg/296x296bb.webp;;
2023-08-11;M;Kataklysm;Goliath;;;https://music.apple.com/us/album/goliath/1683434933;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/71/15/d4/7115d49b-03b7-0aeb-e8ae-9cda75ca82cf/cover.jpg/296x296bb.webp;;
2023-08-11;M;To Kill Achilles;Recovery;;;https://music.apple.com/us/album/recovery/1680684812;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/fa/d7/af/fad7af38-3ff7-dadb-094e-eabd1c26885f/cover.jpg/296x296bb.webp;;
2023-08-11;M;Megaherz;In Teufels Namen;;;https://music.apple.com/us/album/in-teufels-namen/1688027697;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/32/2f/2f/322f2f5b-bccc-9568-d593-73593112d7b9/810135711609.jpg/296x296bb.webp;;
2023-08-11;M;Caskets;Reflections;;;https://music.apple.com/us/album/reflections/1683578228;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/85/fd/17/85fd1791-96dd-f276-23bc-11e1a50c011a/cover.jpg/296x296bb.webp;;
2023-08-11;M;URNE;A Feast On Sorrow;;;https://music.apple.com/us/album/a-feast-on-sorrow/1686393086;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1a/e2/9d/1ae29da4-10be-b1b2-8014-7a2e4581784b/5401148000504_cover.jpg/296x296bb.webp;;
2023-08-11;M;Lancer;Tempest;;;https://music.apple.com/us/album/tempest/1688786808;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/2a/06/b2/2a06b26a-01cd-0d3e-23bb-f0d0efc8f1f8/5054197603785.jpg/296x296bb.webp;;
2023-08-11;M;King Kobra;We Are Warriors;;;https://music.apple.com/us/album/we-are-warriors/1697213024;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/24/d6/a6/24d6a6e5-e074-373b-02e8-ebfc70f69881/889466368769.jpg/296x296bb.webp;;
2023-08-11;M;Werewolves;My Enemies Look And Sound Like Me;;;https://music.apple.com/us/album/my-enemies-look-and-sound-like-me/1675578692;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f0/a1/62/f0a162a1-fb3f-e216-8e68-12e33308e7f8/656191960526.jpg/296x296bb.webp;;
2023-08-11;M;THE PROPHECY 23;Live At Summer Breeze;;;https://music.apple.com/us/album/live-at-summer-breeze/1692742245;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/cf/98/ea/cf98ea48-dfc4-bd2b-2633-d88954ea8243/cover.jpg/296x296bb.webp;;
2023-08-11;M;The Mystical Hot Chocolate Endeavors;A Clock Without A Craftsman;;;https://music.apple.com/us/album/a-clock-without-a-craftsman/1688176947;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/db/95/49/db95497c-926f-a8de-b147-3410785f44b1/cover.jpg/296x296bb.webp;;
2023-08-11;M;The Archaic Epidemic;Carnivorous Diadem (Deluxe Edition);;;https://music.apple.com/us/album/carnivorous-diadem-deluxe-edition/1698719169;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9a/da/d9/9adad9f0-d575-51cd-629f-b5c2e6de6d92/cover.jpg/296x296bb.webp;;
2023-08-11;M;Distention;Nothing Comes from Death;;;https://music.apple.com/us/album/nothing-comes-from-death/1669330775;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8c/b9/2a/8cb92a47-27aa-ba87-2450-c5e563d746a6/197187859450.jpg/296x296bb.webp;;
2023-08-11;M;Dead and Dripping;Blackened Cerebral Rifts;;;https://music.apple.com/us/album/blackened-cerebral-rifts/1683181466;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/5f/ab/7b/5fab7bbc-c578-8088-f827-54497cb33ddd/612789664108.jpg/296x296bb.webp;;
2023-08-11;M;Concrete Ties;The Strong - Single;;;https://music.apple.com/us/album/the-strong-single/1698544310;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a5/b2/a4/a5b2a486-d57b-89a7-f3e9-2d11de93f6fc/cover.jpg/296x296bb.webp;;
2023-08-11;M;Copse;Old Belief  New Despair - EP;;;https://music.apple.com/us/album/old-belief-new-despair-ep/1687061449;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c7/bb/2f/c7bb2f72-d51f-68d5-29a8-7e95a1b1c9f4/cover.jpg/296x296bb.webp;;
2023-08-11;HR;The Hives;The Death of Randy Fitzsimmons;;;https://music.apple.com/us/album/the-death-of-randy-fitzsimmons/1681166933;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c2/98/41/c298414e-deb1-af0e-c14c-21d6ce8626dd/8720923833128.png/296x296bb.webp;;
2023-08-11;HR;Hail the Sun;Divine Inner Tension;;;https://music.apple.com/us/album/divine-inner-tension/1684556095;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/dc/14/90/dc149047-eea8-859e-ca6d-084668c085fa/794558047463.jpg/296x296bb.webp;;
2023-08-11;HR;George Lynch,Jeff Pilson;Heavy Hitters II;;;https://music.apple.com/us/album/heavy-hitters-ii/1697385883;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/37/49/64/374964d2-30b2-4a86-a9ae-0e3891670fc8/889466362064.jpg/296x296bb.webp;;
2023-08-11;HR;Hell In the Club;F.U.B.A.R.;;;https://music.apple.com/us/album/f-u-b-a-r/1688423490;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/47/01/98/4701988a-44c2-613e-563a-2b0ef539aec8/197188847449.jpg/296x296bb.webp;;
2023-08-11;HR;Neal Morse;The Dreamer - Joseph, Pt. 1;;;https://music.apple.com/us/album/the-dreamer-joseph-pt-1/1687520898;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/7b/a7/85/7ba78575-1a69-e3e7-ae7e-87c7147c6d4f/197188798147.jpg/296x296bb.webp;;
2023-08-11;HR;Streetlight;Ignition;;;https://music.apple.com/us/album/ignition/1687530263;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/1c/ce/f9/1ccef9d2-4e86-734d-0f52-4ec9fa233b0d/197188797942.jpg/296x296bb.webp;;
2023-08-11;HR;Sarayasign;The Lion's Road;;;https://music.apple.com/us/album/the-lions-road/1687520911;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/53/80/bb/5380bbf7-1c0e-f6f6-376a-cfc15e82b6d9/197188785659.jpg/296x296bb.webp;;
2023-08-11;HR;Vakili Band;Yves Calls Her Betty - Single;;;https://music.apple.com/us/album/yves-calls-her-betty-single/1697572591;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/90/64/4a/90644aef-c25b-5a04-caa1-42e34d60eacb/197773473756_cover.jpg/296x296bb.webp;;
2023-08-11;HR;Tarja;Rocking Heels: Live at Metal Church;;;https://music.apple.com/us/album/rocking-heels-live-at-metal-church/1690840831;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/d7/b0/73/d7b0733c-3f58-e66a-74b4-cc14d45da954/197189061110.jpg/296x296bb.webp;;
2023-08-11;HR;Turnstile,BADBADNOTGOOD;New Heart Designs - Single;;;https://music.apple.com/us/album/new-heart-designs-single/1699818453;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/4d/4b/00/4d4b00b8-f6ca-df80-cd7d-a00ba23530ed/075679673930.jpg/296x296bb.webp;;
2023-08-18;M;Guns N' Roses;Perhaps - Single;;;https://music.apple.com/us/album/perhaps-single/1700790745;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/fa/61/1b/fa611bab-732f-d162-7331-35bb1d47a0c1/23UMGIM87042.rgb.jpg/296x296bb.webp;;
2023-08-18;M;BABYMETAL;METALI!! (feat. Tom Morello) - Single;;;https://music.apple.com/us/album/metali-feat-tom-morello-single/1700952560;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/9a/85/4c/9a854cbf-f352-9290-2101-0955d31238b6/711297912548.jpg/296x296bb.webp;;
2023-08-18;M;Orbit Culture;Descent;;;https://music.apple.com/us/album/descent/1688017233;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ad/93/09/ad9309ce-2399-222b-c6e8-85185199e58e/197188675936.jpg/296x296bb.webp;;
2023-08-18;M;Cancer Bats;Bat Sabbath // Masters of Duality - EP;;;https://music.apple.com/us/album/bat-sabbath-masters-of-duality-ep/1698596947;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/2a/4b/50/2a4b50b7-a666-eabf-4584-4a61c5626be8/821826036697.jpg/296x296bb.webp;;
2023-08-18;M;Skálmöld;Ýdalir;;;https://music.apple.com/us/album/%C3%BDdalir/1689264155;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/73/ee/2d/73ee2d80-1618-b8d7-6c24-a9f39a295505/840588185320.jpg/296x296bb.webp;;
2023-08-18;M;Horrendous;Ontological Mysterium;;;https://music.apple.com/us/album/ontological-mysterium/1682294698;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/dd/49/5a/dd495a38-07ea-9dd5-5498-6129d5887fda/822603153101.jpg/296x296bb.webp;;
2023-08-18;M;Spirit Adrift;Ghost At The Gallows;;;https://music.apple.com/us/album/ghost-at-the-gallows/1689623452;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/e2/eb/4e/e2eb4e9a-b5cf-a1ad-c337-a3c8cbd3dbf8/196589873958.jpg/296x296bb.webp;;
2023-08-18;M;Violet Cold;Multiverse;;;https://music.apple.com/us/album/multiverse/1699740503;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/99/fd/c7/99fdc7cd-fbc2-60b8-71c8-c74c9727cbcf/130526.jpg/296x296bb.webp;;
2023-08-18;M;Cyhra;The Vertigo Trigger;;;https://music.apple.com/us/album/the-vertigo-trigger/1686897099;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c5/1d/7e/c51d7ec3-9f5f-fcfc-6a87-e9b4b1990636/cover.jpg/296x296bb.webp;;
2023-08-18;M;Milking the Goatmachine;Neue Platte;;;https://music.apple.com/us/album/neue-platte/1693665869;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/31/9e/f5/319ef57c-cf11-9211-93ff-8fd315dcbcf7/5054197582998.jpg/296x296bb.webp;;
2023-08-18;M;Movements;RUCKUS!;;;https://music.apple.com/us/album/ruckus/1684846005;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1c/e8/c7/1ce8c7c8-218b-45aa-6ae3-37ea6eca3185/23CRGIM36073.rgb.jpg/296x296bb.webp;;
2023-08-18;M;Ringworm;Seeing Through Fire;;;https://music.apple.com/us/album/seeing-through-fire/1686724247;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/39/f7/dc/39f7dc35-144b-1b89-43fe-e3d70db0c91c/cover.jpg/296x296bb.webp;;
2023-08-18;M;Worm Shepherd;The Sleeping Sun;;;https://music.apple.com/us/album/the-sleeping-sun/1696505068;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/66/bd/0f/66bd0f82-4584-8db0-fbb2-e6dc7c626627/197189210105.jpg/296x296bb.webp;;
2023-08-18;M;Godthrymm;Distortions (Bonus Track Version);;;https://music.apple.com/us/album/distortions-bonus-track-version/1688730684;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f6/a0/78/f6a078a6-a61f-da12-d1b5-01c3076a3ce2/843563165034.jpg/296x296bb.webp;;
2023-08-18;M;Warmen;Here For None;;;https://music.apple.com/us/album/here-for-none/1691399430;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/9a/f5/19/9af519c2-89d2-f577-e14a-ed71d0b48c15/5054197595042.jpg/296x296bb.webp;;
2023-08-18;M;Borracho;Blurring the Lines of Reality;;;https://music.apple.com/us/album/blurring-the-lines-of-reality/1699658728;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/19/6d/4a/196d4a92-ef53-e60b-c695-3852029856e0/198025700149.jpg/296x296bb.webp;;
2023-08-18;M;Creak;Depth Perception;;;https://music.apple.com/us/album/depth-perception/1680791675;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/43/d3/2d/43d32d0b-ea2f-fee1-1352-38debf55abfb/656191961820.jpg/296x296bb.webp;;
2023-08-18;M;Boris;Heavy Rocks (2002);;;https://music.apple.com/us/album/heavy-rocks-2002/1689453954;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/38/d2/65/38d26528-f49e-0f84-531a-2b3278fc367e/810074423021.jpg/296x296bb.webp;;
2023-08-18;M;Twitching Tongues;In Love There Is No Law Redux;;;https://music.apple.com/us/album/in-love-there-is-no-law-redux/1701498288;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c1/6a/7c/c16a7cde-7318-7357-d159-b5124b861a02/197189566219.jpg/296x296bb.webp;;
2023-08-18;M;Nocte Obducta;Karwoche - Die Sonne der Toten pulsiert;;;https://music.apple.com/us/album/karwoche-die-sonne-der-toten-pulsiert/1692517816;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/03/62/c6/0362c63b-b29c-c654-b1cc-1539a9b3a10d/cover.jpg/296x296bb.webp;;
2023-08-18;M;Sanguine Glacialis;Maladaptive Daydreaming;;;https://music.apple.com/us/album/maladaptive-daydreaming/1695619182;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/59/34/4a/59344a1b-fb9b-13cf-cd9c-3162b7e79213/artwork.jpg/296x296bb.webp;;
2023-08-18;M;Bees Made Honey in the Vein Tree;Aion;;;https://music.apple.com/us/album/aion/1687451219;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/02/82/4a/02824a50-d0fa-37a3-a6f5-94806ed34d61/2115.jpg/296x296bb.webp;;
2023-08-18;M;Valkeat;Fireborn;;;https://music.apple.com/us/album/fireborn/1689656709;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/da/24/c3/da24c3f8-474b-e8bf-88c4-f564ae6ee70e/5054197583001.jpg/296x296bb.webp;;
2023-08-18;M;Invultation;Feral Legion;;;https://music.apple.com/us/album/feral-legion/1702847118;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/cb/de/26/cbde262d-9384-e8aa-a78a-c64ab353fb19/196922596186_Cover.jpg/296x296bb.webp;;
2023-08-18;M;Unblessed Divine;Portal To Darkness;;;https://music.apple.com/us/album/portal-to-darkness/1688685716;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/76/b5/b3/76b5b301-c762-d0d7-03e7-612a20c7475b/cover.jpg/296x296bb.webp;;
2023-08-18;M;Dripping Decay;Festering Grotesqueries;;;https://music.apple.com/us/album/festering-grotesqueries/1690457378;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/95/80/be/9580bec5-995f-5792-b6f8-0aae23e88a86/97443.jpg/296x296bb.webp;;
2023-08-18;M;Oblivion Protocol;The Fall of the Shires;;;https://music.apple.com/us/album/the-fall-of-the-shires/1688047788;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/92/49/bf/9249bf71-4955-b029-a7a1-343e66b943ea/5054197582899.jpg/296x296bb.webp;;
2023-08-18;M;Aggrieved,Cold Case;Split 2023 - EP;;;https://music.apple.com/us/album/split-2023-ep/1691902515;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/1a/df/50/1adf50a3-6bb6-c9ff-f0a8-d8781a0de227/cover.jpg/296x296bb.webp;;
2023-08-18;M;REZN,Vinnum Sabbathi;Silent Future;;;https://music.apple.com/us/album/silent-future/1693387363;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/3e/97/fb/3e97fbd7-37ed-c329-f364-208d463121f7/760137127468.png/296x296bb.webp;;
2023-08-18;HR;Atreyu;The Moment You Find Your Flame;;;https://music.apple.com/us/album/the-moment-you-find-your-flame/1689677927;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/06/f2/95/06f29503-bf27-bb50-5f60-ca5f0217e464/5401148000283_cover.jpg/296x296bb.webp;;
2023-08-18;HR;Point North;Prepare For Despair;;;https://music.apple.com/us/album/prepare-for-despair/1690896405;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b8/c1/d7/b8c1d7f3-d826-0c8d-17f4-a6d6b18daf13/1728.jpg/296x296bb.webp;;
2023-08-18;HR;Magnolia Park;MoonEater - EP;;;https://music.apple.com/us/album/mooneater-ep/1695087315;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/85/64/16/85641630-b1e7-97d5-89a4-d35d75a82beb/0045778800643.png/296x296bb.webp;;
2023-08-18;HR;Magnolia Park;SoulEater - EP;;;https://music.apple.com/us/album/souleater-ep/1695087222;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/4b/58/52/4b58522a-4f96-1fd7-ec35-f7664db041ca/0045778804207.png/296x296bb.webp;;
2023-08-18;HR;The Sleeping;I Feel Like I'm Becoming a Ghost;;;https://music.apple.com/us/album/i-feel-like-im-becoming-a-ghost/1688246703;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/1e/01/54/1e01543a-1a11-7406-892a-29482f641d4e/artwork.jpg/296x296bb.webp;;
2023-08-18;HR;The Dead Daisies;Best Of;;;https://music.apple.com/us/album/best-of/1688412621;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/22/0f/eb/220feba4-d879-1a55-ecd1-319cea912485/4001617100431.jpg/296x296bb.webp;;
2023-08-18;HR;"The Chisel,Koyo,Prince Daddy &amp; the Hyena";Dead Formats Vol. 2 - Single;;;https://music.apple.com/us/album/dead-formats-vol-2-single/1694391400;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/49/59/70/495970e2-ce0d-62f5-5ef2-694536bf1ea2/197189231599.jpg/296x296bb.webp;;
2023-08-18;HR;Diner Drugs;42 - EP;;;https://music.apple.com/us/album/42-ep/1694793536;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/31/c6/d9/31c6d933-e654-a7a7-33db-718464c49c27/821826036574.jpg/296x296bb.webp;;
2023-08-18;HR;Underoath;UNDEROATH VOYEURIST  Digital Ghost;;;https://music.apple.com/us/album/underoath-voyeurist-digital-ghost/1699709394;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a3/a4/8f/a3a48f6b-9c7c-7050-8a0e-4b5ba4f54b6c/22CRGIM35236.rgb.jpg/296x296bb.webp;;
2023-08-18;HR;Cody Parks and The Dirty South;"Smothered &amp; Covered - EP";;;https://music.apple.com/us/album/smothered-covered-ep/1695618418;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/79/73/d1/7973d1fd-3cc8-c4e4-512c-98d88cfbcd4e/0.jpg/296x296bb.webp;;
2023-08-18;HR;Craig Owens;VOLUME 1;;;https://music.apple.com/us/album/volume-1/1688046989;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b2/6f/82/b26f8200-5d2f-b3aa-cce3-4ca614637bab/794558907460.jpg/296x296bb.webp;;
2023-08-18;HR;Imperial Tide;Existence in Crisis - EP;;;https://music.apple.com/us/album/existence-in-crisis-ep/1683816829;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c0/a3/bc/c0a3bca1-b187-60a8-4d05-d43782738ccf/810020509304.png/296x296bb.webp;;
2023-08-18;HR;Genesis Owusu;STRUGGLER;;;https://music.apple.com/us/album/struggler/1688169683;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/12/f3/fe/12f3fece-2879-a7e4-45f1-91c36e902baf/197188874469.jpg/296x296bb.webp;;
2023-09-04;M;Polaris;Fatalism;;;https://music.apple.com/us/album/fatalism/1685204489;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/09/c4/e6/09c4e666-05d8-6e4c-4a23-d4cd89c331d4/cover.jpg/296x296bb.webp;;
2023-09-04;M;Empire State Bastard;Rivers Of Heresy;;;https://music.apple.com/us/album/rivers-of-heresy/1686591552;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/43/a9/b6/43a9b679-9176-eb81-0057-a9e3e050cdd5/5054197657542.jpg/296x296bb.webp;;
2023-09-04;M;Marduk;Memento Mori;;;https://music.apple.com/us/album/memento-mori/1690643261;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/82/49/e0/8249e03b-a2ef-7983-9c5e-4100958ce1a2/196589179005.jpg/296x296bb.webp;;
2023-09-04;M;Taake;Et Hav av Avstand;;;https://music.apple.com/us/album/et-hav-av-avstand/1696344282;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/24/93/69/24936986-7fa5-7f4d-6cc6-9d98c0a9d256/97940.jpg/296x296bb.webp;;
2023-09-04;M;Metalocalypse: Dethklok;Dethalbum IV;;;https://music.apple.com/us/album/dethalbum-iv/1691952329;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/85/c9/92/85c9925d-cf53-f118-942d-49e869ffedac/794043214325.jpg/296x296bb.webp;;
2023-09-04;M;Incantation;Unholy Deification;;;https://music.apple.com/us/album/unholy-deification/1684379433;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/ed/13/05/ed130525-2ca3-7936-7bb3-864a988f0020/781676508310.jpg/296x296bb.webp;;
2023-09-04;M;Soen;Memorial;;;https://music.apple.com/us/album/memorial/1689077761;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/18/5a/29/185a2904-ac49-8bb8-bcac-69fc4449377c/5054197598081.jpg/296x296bb.webp;;
2023-09-04;M;Primal Fear;Code Red;;;https://music.apple.com/us/album/code-red/1689657223;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f0/fd/1c/f0fd1c8c-116f-3314-d6a7-568d33058fa2/5054197599033.jpg/296x296bb.webp;;
2023-09-04;M;GWAR;Battle Maximus (10th Anniversary Edition);;;https://music.apple.com/us/album/battle-maximus-10th-anniversary-edition/1688590142;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/14/4f/77/144f77a1-432c-c1af-051b-19188f48886e/97269.jpg/296x296bb.webp;;
2023-09-04;M;Phil Campbell and the Bastard Sons;Kings Of The Asylum;;;https://music.apple.com/us/album/kings-of-the-asylum/1689461458;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/72/27/dc/7227dca4-240e-149d-aebd-1a30201254a7/cover.jpg/296x296bb.webp;;
2023-09-04;M;H.e.a.t;Extra Force;;;https://music.apple.com/us/album/extra-force/1686890089;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/74/a3/72/74a372ca-f398-2ec1-f2a0-0ca6621b7ee0/cover.jpg/296x296bb.webp;;
2023-09-04;M;Asking Alexandria;Where Do We Go from Here?;;;https://music.apple.com/us/album/where-do-we-go-from-here/1691625052;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/68/8a/4e/688a4e90-e253-0fd9-bdaf-21ff9345d0a8/846070053801.png/296x296bb.webp;;
2023-09-04;M;Alice Cooper;Road;;;https://music.apple.com/us/album/road/1690248019;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/49/22/2f/49222f6a-307c-83ed-ac35-7ca7ea97bb1b/4029759186182.jpg/296x296bb.webp;;
2023-09-04;M;Electron;Defiance;;;https://music.apple.com/us/album/defiance/1687617044;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/28/74/85/28748572-4f69-033f-b01e-dd5e54679e01/109088.jpg/296x296bb.webp;;
2023-09-04;M;Fiends;Insolent Noise;;;https://music.apple.com/us/album/insolent-noise/1683943217;https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b6/98/cf/b698cfc6-8019-3c27-f869-e26e46ec819f/cover.jpg/296x296bb.webp;;
2023-09-04;M;Repentance;The Process of Human Demise;;;https://music.apple.com/us/album/the-process-of-human-demise/1688808759;https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/99/ff/7e/99ff7e71-9751-14d9-3261-05ec7b8da3ee/4059473457596_cover.jpg/296x296bb.webp;;
